original_id,date,titulaire-soutien,target_label,split,LOF_Score,is_statistical_outlier
EL136_L_1981_06_075_28_2_PF_01,1981-06-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,train,4.35695,True
EL191_L_1993_03_037_03_2_PF_02,1993-03-28,Rassemblement pour la République,RIGHT_RPR,train,4.3256803,True
EL197_L_1993_03_089_02_1_PF_05,1993-03-21,Front national,FAR_RIGHT_FN,train,4.3014703,True
EL189_L_1993_03_013_01_2_PF_01,1993-03-28,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,test,4.2728305,True
EL198_L_1993_03_093_02_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,4.259644,True
EL134_L_1981_06_030_01_1_PF_03,1981-06-14,Mouvement des radicaux de gauche,LEFT_PS,train,4.257346,True
EL196_L_1993_03_076_08_1_PF_11,1993-03-21,Nouveaux écologistes du rassemblement nature et animaux,ECO,train,4.2333617,True
EL198_L_1993_03_093_05_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,4.225827,True
EL191_L_1993_03_034_02_1_PF_08,1993-03-21,Union pour la démocratie française,RIGHT_UDF,train,4.140067,True
EL198_L_1993_03_093_06_1_PF_02,1993-03-21,Front national,FAR_RIGHT_FN,train,4.127936,True
EL175_L_1988_06_042_07_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,train,4.106198,True
EL177_L_1988_06_095_07_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,4.0722847,True
EL196_L_1993_03_077_04_1_PF_05,1993-03-21,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,train,4.051121,True
EL176_L_1988_06_072_04_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,train,4.050206,True
EL174_L_1988_06_010_03_1_PF_04,1988-06-05,Union pour la démocratie française,RIGHT_UDF,train,4.0228176,True
EL135_L_1981_06_064_04_2_PF_02,1981-06-21,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UNM,train,4.011376,True
EL137_L_1981_06_091_02_1_PF_02,1981-06-14,Parti communiste français,LEFT_PCF,train,3.9929404,True
EL190_L_1993_03_028_02_2_PF_01,1993-03-28,Front national,FAR_RIGHT_FN,train,3.9345899,True
EL193_L_1993_03_059_10_1_PF_01,1993-03-21,Front national,FAR_RIGHT_FN,train,3.9236827,True
EL198_L_1993_03_095_03_1_PF_06,1993-03-21,Union pour la démocratie française;Centre des démocrates sociaux;Parti radical;Parti républicain;Parti social démocrate;Clubs perspectives et réalités,RIGHT_UDF,train,3.9106817,True
EL136_L_1981_06_073_01_1_PF_01,1981-06-14,Parti socialiste,LEFT_PS,train,3.8917062,True
EL189_L_1993_03_013_07_1_PF_05,1993-03-21,Parti socialiste,LEFT_PS,train,3.8845785,True
EL174_L_1988_06_013_12_2_PF_02,1988-06-12,Front national,FAR_RIGHT_FN,train,3.884087,True
EL191_L_1993_03_039_01_1_PF_05,1993-03-21,Parti communiste français,LEFT_PCF,train,3.8830905,True
EL198_L_1993_03_094_09_1_PF_06,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,3.8732617,True
EL137_L_1981_06_085_03_1_PF_02,1981-06-14,Parti socialiste,LEFT_PS,train,3.873117,True
EL135_L_1981_06_057_03_1_PF_04,1981-06-14,Lutte ouvrière,FAR_LEFT,train,3.853173,True
EL137_L_1981_06_078_04_1_PF_06,1981-06-14,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,train,3.842895,True
EL190_L_1993_03_030_02_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,3.8392656,True
EL198_L_1993_03_092_11_1_PF_03,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,3.836328,True
EL196_L_1993_03_077_06_1_PF_07,1993-03-21,Parti radical;Union pour la démocratie française,RIGHT_UDF,train,3.8348937,True
EL193_L_1993_03_059_08_1_PF_01,1993-03-21,Front national,FAR_RIGHT_FN,test,3.8299644,True
EL176_L_1988_06_059_02_2_PF_02,1988-06-12,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,test,3.8251863,True
EL136_L_1981_06_075_19_2_PF_01,1981-06-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,train,3.8051062,True
EL174_L_1988_06_006_04_1_PF_03,1988-06-05,Rassemblement pour la République;Union pour la démocratie française;Centre national des indépendants et paysans,RIGHT_URC,train,3.7891533,True
EL175_L_1988_06_031_04_1_PF_02,1988-06-05,Parti communiste français,LEFT_PCF,test,3.7821774,True
EL177_L_1988_06_093_01_1_PF_02,1988-06-05,Union pour la démocratie française,RIGHT_UDF,train,3.779506,True
EL190_L_1993_03_021_02_2_PF_01,1993-03-28,Parti socialiste;Mouvement des radicaux de gauche;écologistes;Parti communiste français,LEFT_PCF,train,3.765982,True
EL134_L_1981_06_02B_01_1_PF_02,1981-06-14,Parti socialiste,LEFT_PS,train,3.7643144,True
EL198_L_1993_03_093_02_1_PF_01,1993-03-21,Front national,FAR_RIGHT_FN,train,3.7614427,True
EL177_L_1988_06_088_03_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,test,3.7567136,True
EL135_L_1981_06_060_02_1_PF_05,1981-06-14,Rassemblement pour la République,RIGHT_RPR,train,3.7551007,True
EL189_L_1993_03_013_02_1_PF_01,1993-03-21,Front national,FAR_RIGHT_FN,train,3.7498004,True
EL197_L_1993_03_089_03_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,test,3.74976,True
EL192_L_1993_03_054_07_2_PF_02,1993-03-28,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,train,3.7459152,True
EL174_L_1988_06_013_04_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,test,3.7175536,True
EL191_L_1993_03_034_06_1_PF_05,1993-03-21,Union pour la démocratie française;Centre national des indépendants,RIGHT_UDF,test,3.6941068,True
EL190_L_1993_03_028_02_1_PF_01,1993-03-21,Front national,FAR_RIGHT_FN,test,3.6932766,True
EL134_L_1981_06_031_04_1_PF_03,1981-06-14,Parti communiste français,LEFT_PCF,train,3.6853044,True
EL177_L_1988_06_078_07_1_PF_02,1988-06-05,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,3.68077,True
EL195_L_1993_03_075_04_1_PF_03,1993-03-21,Parti communiste français,LEFT_PCF,test,3.6771972,True
EL198_L_1993_03_092_05_1_PF_05,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,3.673684,True
EL134_L_1981_06_031_06_1_PF_04,1981-06-14,Lutte ouvrière,FAR_LEFT,train,3.6561925,True
EL177_L_1988_06_075_01_1_PF_04,1988-06-05,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,3.6338286,True
EL134_L_1981_06_002_02_1_PF_02,1981-06-14,Union pour la démocratie française,RIGHT_UDF,test,3.6314833,True
EL174_L_1988_06_001_03_1_PF_02,1988-06-05,Union pour la démocratie française;Rassemblement pour la République,RIGHT_URC,test,3.6281435,True
EL177_L_1988_06_087_04_1_PF_04,1988-06-05,Centre national des indépendants et paysans;Rassemblement pour la République;Union pour la démocratie française;Mouvement solidarité participation,RIGHT_URC,train,3.6003747,True
EL135_L_1981_06_062_07_1_PF_01,1981-06-14,Parti communiste français,LEFT_PCF,train,3.5916002,True
EL193_L_1993_03_060_04_2_PF_01,1993-03-28,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,3.5767322,True
EL177_L_1988_06_094_11_2_PF_02,1988-06-12,Centre national des indépendants et paysans;Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,test,3.5749562,True
EL195_L_1993_03_071_03_2_PF_01,1993-03-28,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,3.5694973,True
EL190_L_1993_03_024_01_1_PF_07,1993-03-21,Front national,FAR_RIGHT_FN,test,3.5608575,True
EL177_L_1988_06_093_13_2_PF_02,1988-06-12,Centre national des indépendants et paysans;Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,test,3.5519953,True
EL189_L_1993_03_013_02_1_PF_02,1993-03-21,Parti communiste français,LEFT_PCF,train,3.547151,True
EL134_L_1981_06_008_01_1_PF_01,1981-06-14,Union pour la démocratie française,RIGHT_UDF,train,3.5464742,True
EL190_L_1993_03_017_01_1_PF_10,1993-03-21,Front national,FAR_RIGHT_FN,test,3.5464208,True
EL197_L_1993_03_083_03_1_PF_02,1993-03-21,Front national,FAR_RIGHT_FN,test,3.5335755,True
EL174_L_1988_06_013_04_2_PF_02,1988-06-12,Front national,FAR_RIGHT_FN,test,3.530374,True
EL194_L_1993_03_069_14_2_PF_01,1993-03-28,Parti communiste français,LEFT_PCF,train,3.5299578,True
EL176_L_1988_06_057_10_2_PF_01,1988-06-12,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,3.528695,True
EL176_L_1988_06_060_03_1_PF_03,1988-06-05,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,3.4879136,True
EL190_L_1993_03_025_04_2_PF_02,1993-03-28,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,3.4812813,True
EL134_L_1981_06_031_04_1_PF_01,1981-06-14,Lutte ouvrière,FAR_LEFT,train,3.4732735,True
EL197_L_1993_03_083_04_1_PF_07,1993-03-21,Nouveaux écologistes du rassemblement nature et animaux,ECO,train,3.4370768,True
EL137_L_1981_06_081_01_1_PF_02,1981-06-14,Parti communiste français,LEFT_PCF,test,3.4318857,True
EL134_L_1981_06_006_02_1_PF_02,1981-06-14,Parti communiste français,LEFT_PCF,train,3.425294,False
EL190_L_1993_03_030_02_1_PF_09,1993-03-21,Front national,FAR_RIGHT_FN,train,3.424229,False
EL137_L_1981_06_085_04_1_PF_02,1981-06-14,Parti communiste français,LEFT_PCF,train,3.4224408,False
EL191_L_1993_03_034_02_1_PF_01,1993-03-21,Solidarité écologie gauche alternative;Refondations,ECO,train,3.4129014,False
EL198_L_1993_03_092_02_1_PF_01,1993-03-21,Parti communiste français,LEFT_PCF,train,3.411339,False
EL134_L_1981_06_006_01_1_PF_04,1981-06-14,Mouvement des radicaux de gauche,LEFT_PS,train,3.4080338,False
EL189_L_1993_03_013_01_1_PF_02,1993-03-21,Front national,FAR_RIGHT_FN,train,3.4074376,False
EL174_L_1988_06_013_10_2_PF_02,1988-06-12,Front national;Rassemblement pour la République;Union pour la démocratie française,FAR_RIGHT_FN,train,3.3975232,False
EL196_L_1993_03_077_09_1_PF_05,1993-03-21,Union pour la démocratie française,RIGHT_UDF,train,3.385732,False
EL175_L_1988_06_050_05_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,train,3.3676684,False
EL175_L_1988_06_054_01_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,train,3.347817,False
EL176_L_1988_06_062_09_1_PF_03,1988-06-05,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,test,3.3452122,False
EL195_L_1993_03_075_18_1_PF_03,1993-03-21,Parti socialiste,LEFT_PS,test,3.3317728,False
EL189_L_1993_03_013_05_1_PF_04,1993-03-21,Parti communiste français,LEFT_PCF,train,3.327892,False
EL174_L_1988_06_006_01_2_PF_01,1988-06-12,Union pour la démocratie française;Rassemblement pour la République;Centre national des indépendants et paysans,RIGHT_URC,train,3.3271983,False
EL197_L_1993_03_086_04_1_PF_08,1993-03-21,Nouveaux écologistes du rassemblement nature et animaux,ECO,train,3.3090897,False
EL190_L_1993_03_028_04_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,3.3046951,False
EL175_L_1988_06_033_08_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,3.2983322,False
EL176_L_1988_06_069_07_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,3.2928932,False
EL177_L_1988_06_092_04_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,3.2889314,False
EL137_L_1981_06_091_03_1_PF_10,1981-06-14,Parti communiste français,LEFT_PCF,train,3.2870505,False
EL175_L_1988_06_050_02_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,train,3.279491,False
EL189_L_1993_03_006_02_1_PF_05,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,3.2678018,False
EL192_L_1993_03_045_05_1_PF_03,1993-03-21,Rassemblement pour la République;Union pour la démocratie française;Centre national des indépendants et paysans,RIGHT_UPF,test,3.2607548,False
EL193_L_1993_03_059_13_1_PF_03,1993-03-21,Front national,FAR_RIGHT_FN,test,3.2549827,False
EL134_L_1981_06_031_01_1_PF_01,1981-06-14,Lutte ouvrière,FAR_LEFT,train,3.252564,False
EL193_L_1993_03_059_08_2_PF_01,1993-03-28,Front national,FAR_RIGHT_FN,train,3.2404568,False
EL135_L_1981_06_061_03_1_PF_02,1981-06-14,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UNM,train,3.2400885,False
EL135_L_1981_06_057_06_1_PF_04,1981-06-14,Lutte ouvrière,FAR_LEFT,train,3.221952,False
EL175_L_1988_06_037_02_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,test,3.2104797,False
EL134_L_1981_06_013_09_1_PF_02,1981-06-14,Union pour la démocratie française,RIGHT_UDF,train,3.1941748,False
EL177_L_1988_06_078_08_1_PF_02,1988-06-05,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,3.1895323,False
EL137_L_1981_06_095_04_2_PF_01,1981-06-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,train,3.1848643,False
EL175_L_1988_06_051_05_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,3.1691148,False
EL198_L_1993_03_094_02_1_PF_03,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,3.1590683,False
EL137_L_1981_06_092_01_1_PF_02,1981-06-14,Centre national des indépendants;Rassemblement pour la République,RIGHT_RPR,train,3.1572232,False
EL189_L_1993_03_013_07_1_PF_01,1993-03-21,Front national,FAR_RIGHT_FN,train,3.1563985,False
EL134_L_1981_06_019_02_1_PF_02,1981-06-14,Parti socialiste,LEFT_PS,train,3.1535296,False
EL177_L_1988_06_088_01_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,test,3.1526039,False
EL193_L_1993_03_059_12_1_PF_08,1993-03-21,Front national,FAR_RIGHT_FN,train,3.144783,False
EL174_L_1988_06_011_01_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,test,3.142531,False
EL194_L_1993_03_068_04_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,test,3.1254516,False
EL194_L_1993_03_068_07_1_PF_03,1993-03-21,Front national,FAR_RIGHT_FN,test,3.1016867,False
EL197_L_1993_03_083_01_2_PF_01,1993-03-28,Front national,FAR_RIGHT_FN,train,3.0760763,False
EL198_L_1993_03_095_09_1_PF_11,1993-03-21,Union pour la démocratie française;Union des indépendants,RIGHT_UDF,test,3.072239,False
EL195_L_1993_03_075_04_1_PF_02,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,test,3.0717692,False
EL177_L_1988_06_988_01_1_PF_02,1988-06-05,Front national,FAR_RIGHT_FN,test,3.0683324,False
EL177_L_1988_06_081_04_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,3.06063,False
EL177_L_1988_06_093_12_2_PF_02,1988-06-12,Centre national des indépendants et paysans;Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,3.0602279,False
EL176_L_1988_06_069_12_2_PF_01,1988-06-12,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,3.0598786,False
EL175_L_1988_06_050_01_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,train,3.0448487,False
EL134_L_1981_06_013_08_1_PF_01,1981-06-14,Front national,FAR_RIGHT_FN,test,3.042544,False
EL197_L_1993_03_083_06_1_PF_06,1993-03-21,Nouveaux écologistes du rassemblement nature et animaux,ECO,train,3.0245073,False
EL137_L_1981_06_078_04_1_PF_02,1981-06-14,Parti communiste français,LEFT_PCF,test,3.0212655,False
EL137_L_1981_06_082_01_1_PF_04,1981-06-14,Lutte ouvrière,FAR_LEFT,train,3.0105176,False
EL198_L_1993_03_094_03_1_PF_08,1993-03-21,Rassemblement pour la République;Centre national des indépendants,RIGHT_RPR,train,2.9991078,False
EL177_L_1988_06_084_04_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,test,2.9965363,False
EL134_L_1981_06_029_05_1_PF_02,1981-06-14,Parti communiste français,LEFT_PCF,train,2.9922016,False
EL198_L_1993_03_092_10_1_PF_04,1993-03-21,Front national,FAR_RIGHT_FN,train,2.9908278,False
EL175_L_1988_06_050_04_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,train,2.9875226,False
EL176_L_1988_06_057_01_2_PF_01,1988-06-12,Union pour la démocratie française;Rassemblement pour la République,RIGHT_URC,train,2.9732285,False
EL195_L_1993_03_075_13_1_PF_04,1993-03-21,Parti communiste français,LEFT_PCF,train,2.9687219,False
EL175_L_1988_06_050_03_1_PF_02,1988-06-05,Parti communiste français,LEFT_PCF,train,2.965767,False
EL198_L_1993_03_092_10_2_PF_02,1993-03-28,Parti socialiste;Mouvement des radicaux de gauche,LEFT_PS,train,2.9583108,False
EL189_L_1993_03_013_08_2_PF_03,1993-03-28,Front national,FAR_RIGHT_FN,test,2.9563224,False
EL137_L_1981_06_081_02_1_PF_02,1981-06-14,Parti communiste français,LEFT_PCF,train,2.9491847,False
EL192_L_1993_03_044_02_2_PF_02,1993-03-28,Rassemblement pour la République;Union pour la démocratie française;Centre national des indépendants et paysans,RIGHT_UPF,test,2.935218,False
EL198_L_1993_03_093_09_1_PF_05,1993-03-21,Front national,FAR_RIGHT_FN,train,2.9276145,False
